titulo,precio,rating,categoria,en_stock,autores,descripcion
Cosmos,36.17,2,Add a comment,1,Jayant V. Narlikar,"Esta obra invita a estremecerse observando los aspectos más extraños y sorprendentes del universo, a la vez que brinda la satisfacción de comprenderlos gracias a la ciencia moderna. La evolución de las estrellas, las explosiones de supernovas, los púlsares, los agujeros negros, la naturaleza de la gravitación, las lentes gravitatorias, la expansión del universo... El profesor Narlikar, uno de los mayores expertos en astrofísica relativista de todo el mundo, recurre a analogías sencillas y gran c..."
The Last Girl (The Dominion Trilogy #1),36.26,2,Science Fiction,1,Autor Desconocido,Sin descripción
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,History,1,Erin McHugh,"Political Suicide is a history of the best and most interesting missteps, peccadilloes, bad calls, back room hijinks, sordid pasts, rotten breaks, and just plain dumb mistakes in the annals of American politics. They have tweeted their private parts to women they're trying to impress. They have gotten caught on tape doing and saying things they really shouldn't have. They have denied knowing about the underhanded doings of underlings — only to have a paper trail lead straight back to them. Nowad..."
Batman: The Long Halloween (Batman),36.5,2,Sequential Art,1,Jeph Loeb,"Jeph Loeb teams with 10 of the greatest artists in comics for a brand-new mystery, paying tribute to the amazing artistic legacy of the late Tim Sale! In 1996, writer Jeph Loeb and artist Tim Sale teamed for Batman: The Long Halloween, an award-winning 13-chapter saga that spawned multiple sequels and stands as the most influential Batman story of its era. Now, Loeb has returned to the world of The Long Halloween for its much-anticipated final act: Batman: The Last Halloween, an all-new 10-part ..."
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,Sequential Art,1,Autor Desconocido,Sin descripción
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,Default,1,Maya Angelou,"A beautiful new edition of I KNOW WHY THE CAGED BIRD SINGS, the iconic, beloved and deeply moving first volume of Maya Angelou's autobiography. The international classic and bestseller, Maya Angelou's memoir paints a portrait of 'a brilliant writer, a fierce friend and a truly phenomenal woman' BARACK OBAMA 'I write about being a Black American woman, however, I am always talking about what it's like to be a human being. This is how we are, what makes us laugh, and this is how we fall and how we..."
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,Travel,1,Rolf Potts,"INTERNATIONAL BESTSELLER • With a new foreword by Tim Ferriss • “Vagabonding easily remains in my top-10 list of life-changing books. Why? Because one incredible trip, especially a long-term trip, can change your life forever. And Vagabonding teaches you how to travel (and think), not just for one trip, but for the rest of your life.”—Tim Ferriss, from the foreword There’s nothing like vagabonding: taking time off from your normal life—from six weeks to four months to two years—to discover and e..."
The Name of God is Mercy,37.25,2,Nonfiction,1,Autor Desconocido,Sin descripción
How Music Works,37.32,2,Music,1,David Byrne,"NEW YORK TIMES BESTSELLER • David Byrne’s incisive and enthusiastic look at the musical art form, from its very inceptions to the influences that shape it, whether acoustical, economic, social, or technological—now updated with a new chapter on digital curation. “How Music Works is a buoyant hybrid of social history, anthropological survey, autobiography, personal philosophy, and business manual”—The Boston Globe Utilizing his incomparable career and inspired collaborations with Talking Heads, B..."
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,Parenting,1,Catherine Newman,The author discusses the bittersweet joy of raising children as she describes her family's own journey.
Horrible Bear!,37.52,2,Childrens,1,Ame Dyckman,"The New York Times-bestselling duo behind Wolfie the Bunny presents a hilarious read-aloud about accidents, outbursts, manners...and the power of saying ""I'm sorry."" Bear didn't mean to break a little girl's kite, but she's upset anyway--upset enough to shout ""HORRIBLE BEAR!"" Bear can't believe it. He's not horrible! But now he's upset, too--upset enough to come up with a truly Horrible Bear idea. In this charming but goofy picture book, readers will learn all about tempers, forgiveness, and fri..."
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,Food and Drink,1,Jeanine Donofrio,"Sometimes all you need is a little spark of inspiration to change up your regular cooking routine. The Love & Lemons Cookbook features more than one hundred simple recipes that help you turn your farmers market finds into delicious meals. The beloved Love & Lemons blog has attracted buzz from everyone from bestselling author Heidi Swanson to Saveur Magazine, who awarded the blog Best Cooking Blog of 2014. Organized by ingredient, The Love & Lemons Cookbook teaches readers how to make beautiful f..."
More Than Music (Chasing the Dream #1),37.61,2,Add a comment,1,Autor Desconocido,"They can't resist each other, but their secret romance might tear their band apart...Classical musician Maddie Taylor secretly dreams of a louder life, but geeky girls like her don't get to be rock stars. That is, until tattooed singer Jared Cross catches her playing guitar and invites her to join his band on The Sound, a reality TV show competition.Once on the show, Maddie discovers there's more to Jared than his flirty smile and bad boy reputation. With each performance their attraction become..."
Chasing Heaven: What Dying Taught Me About Living,37.8,2,Spirituality,1,Autor Desconocido,Sin descripción
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,2,Sequential Art,1,Kelly Sue DeConnick,"Eisner Award-nominated writer KELLY SUE DeCONNICK (PRETTY DEADLY, Captain Marvel) and VALENTINE DE LANDRO (X-Factor) present the premiere volume of BITCH PLANET, their critically acclaimed and deliciously vicious sci-fi satire. Think Margaret Atwood meets Inglourious Basterds. Discussion guide included. Collects BITCH PLANET #1-5."
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,2,Religion,1,Brad Warner,"The Shōbōgenzō (The Treasury of the True Dharma Eye) is a revered eight-hundred-year-old Zen Buddhism classic written by the Japanese monk Eihei Dōgen. Despite the timeless wisdom of his teachings, many consider the book difficult to understand and daunting to read. In Don’t Be a Jerk, Zen priest and bestselling author Brad Warner, through accessible paraphrasing and incisive commentary, applies Dōgen’s teachings to modern times. While entertaining and sometimes irreverent, Warner is also an ast..."
Frankenstein,38.0,2,Default,1,Mary Shelley,"«¡Maldito sea el día en que recibí la vida!». Víctor Frankenstein, un joven científico fascinado por los misterios de la vida, traspasa el umbral de lo prohibido y da forma a una criatura artificial. Pero al contemplar su obra —un ser descomunal, solitario y ávido de afecto—, la abandona con horror. Rechazada por todos, la criatura recorre el mundo con una mezcla de curiosidad y rabia, aprendiendo a hablar, a pensar... y a odiar hasta la venganza. Escrita por Mary Shelley a los dieciocho años, F..."
Awkward,38.02,2,Sequential Art,1,SVETLANA CHMAKOVA,"Cardinal rule #1 for surviving school: Don't get noticed by the mean kids. Cardinal rule #2 for surviving school: Seek out groups with similar interests and join them. On her first day at her new school, Penelope--Peppi--Torres reminds herself of these basics. But when she trips into a quiet boy in the hall, Jaime Thompson, she's already broken the first rule, and the mean kids start calling her the ""nerder girlfriend."" How does she handle this crisis? By shoving poor Jaime and running away! Fal..."
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,2,Nonfiction,1,Michael Pollan,"""Outstanding . . . a wide-ranging invitation to think through the moral ramifications of our eating habits."" —The New Yorker One of the New York Times Book Review's Ten Best Books of the Year and Winner of the James Beard Award Author of This is Your Mind on Plants, How to Change Your Mind and the #1 New York Times Bestseller In Defense of Food and Food Rules What should we have for dinner? Ten years ago, Michael Pollan confronted us with this seemingly simple question and, with The Omnivore’s D..."
Beowulf,38.35,2,Classics,1,Christopher Tolkien,"The translation of Beowulf by J.R.R. Tolkien was an early work, very distinctive in its mode, completed in 1926: he returned to it later to make hasty corrections, but seems never to have considered its publication. This edition is twofold, for there exists an illuminating commentary on the text of the poem by the translator himself, in the written form of a series of lectures given at Oxford in the 1930s; and from these lectures a substantial selection has been made, to form also a commentary o..."
In the Woods (Dublin Murder Squad #1),38.38,2,Mystery,1,Tana French,"All six volumes of the New York Times bestselling Dublin Murder Squad mysteries by one of the foremost suspense writers working today, now available in a gorgeous boxed set. From the beloved writer who ""inspires a cultish devotion in readers"" (The New Yorker) a beautiful boxed set including In the Woods, The Likeness, Faithful Place, Broken Harbor, The Secret Place and The Trespasser--perfect for old fans, and new."
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,2,Sequential Art,1,Masashi Kishimoto,"""It's Deidara vs. Sasuke, but even Deidara's Ultimate Art may be no match for the all-powerful new Sasuke. The battle culminates in a giant explosion, leaving members of Team Kakashi concerned, especially when Karin cannot sense Sasuke's charka. Plus deep inside the Land of Rain lies an Akatsuki secret that sheds light on the organization's true intentions, as well as its mysterious leader, Pain""--Back cover."
